5.2808 3.6156
4.7303 3.7494
0.9959 3.559
2.5807 4.0899
1.1083 3.5048
1.2733 3.6579
3.3905 2.981
1.2434 4.3976
5.0299 4.0407
3.2442 3.7179
5.4128 4.1687
4.5364 3.881
4.8332 3.7551
4.9865 3.6888
5.3561 4.1125
4.9252 2.3934
4.4775 3.056
2.6375 3.7803
4.905 4.8708
1.3042 4.494
1.1917 4.5679
4.6076 3.9304
0.5703 3.9075
2.8247 4.3856
1.0218 3.7012
3.6221 3.6106
1.1001 4.2486
1.2437 3.1001
5.1167 3.791
2.5086 3.6793
4.3519 4.4113
2.3682 4.3488
1.2128 4.1716
5.29 4.6994
5.2526 4.2648
2.8982 4.6326
1.0913 3.733
1.1552 4.1479
4.8601 3.8985
0.9891 4.2645
3.252 4.5492
6.0426 3.9637
4.7879 3.9115
4.7847 3.4586
0.9149 3.1805
2.9126 3.1739
2.8925 3.1594
2.7046 3.332
4.7097 3.0637
0.9489 3.3557
2.5646 3.903
5.5259 3.565
5.0284 4.8402
5.1101 3.3439
4.9721 3.8096
2.7843 3.7926
5.0704 3.6051
0.8286 4.8081
0.7874 3.9323
2.7067 5.0244
0.8293 4.4076
3.0184 3.9446
4.9348 3.4348
1.418 4.0849
4.9021 3.6787
1.2955 4.204
1.0887 4.1641
3.3557 5.8198
4.133 3.7754
2.8783 4.3176
2.7642 4.1089
2.6383 4.7838
3.3499 3.9634
4.7791 4.2952
4.6629 3.0806
5.0784 3.9922
5.5871 3.6545
4.4645 4.5434
4.6457 3.9255
0.7308 4.1735
4.8115 3.1875
2.4637 3.573
4.6434 3.6336
0.8809 3.7946
3.305 4.07
4.999 3.9809
4.8807 3.2523
3.2542 4.6954
1.0067 3.791
0.9821 3.4702
5.1158 4.1002
5.2458 3.3985
4.7352 4.1047
3.0688 3.5925
5.3214 3.9451
0.8274 4.8519
5.1144 3.5427
4.9397 3.803
3.3689 3.3539
5.288 4.528
3.3282 3.2188
5.3732 3.921
4.8967 3.9011
0.8503 4.288
4.544 3.6257
5.6051 3.8816
4.8368 4.3767
3.2499 3.9575
3.5713 3.8257
3.03 4.3685
1.0295 3.3795
0.8465 3.7118
4.7721 4.8774
4.3019 3.6663
0.7939 4.0134
3.2009 3.8243
5.1745 2.6161
3.3878 4.6413
0.9815 3.9234
5.8172 4.6643
5.5945 2.9402
2.8334 4.1375
4.884 3.6355
3.2892 4.3709
3.3255 3.8691
5.5505 4.7877
3.185 4.1638
5.1828 3.3479
5.3289 3.8798
3.0701 3.8655
4.5693 3.9423
5.0988 4.062
4.7722 3.5183
1.1334 4.7485
4.6581 4.7538
0.8514 3.5916
1.1706 3.8742
4.8935 3.4505
6.1248 4.1598
4.6464 4.4867
5.1465 4.0466
2.7186 3.8577
5.2278 4.1286
1.0164 4.3792
2.5044 4.3931
0.8386 4.2247
2.574 4.4343
5.4381 4.6702
2.9834 4.0859
4.5025 3.544
0.9897 3.8696
0.8118 4.2695
4.5605 4.4332
2.969 4.3075
4.503 3.4867
5.0818 3.993
4.7683 3.9542
4.9384 4.9271
4.8529 3.7184
4.5457 3.6019
4.9043 3.7024
4.8152 4.9632
3.3412 4.1404
5.4514 4.656
4.1075 4.3762
3.0124 4.5191
2.9558 4.4889
2.574 2.9308
5.1904 4.633
3.1892 4.2373
4.2647 3.3939
5.1258 4.4008
2.3128 3.9976
4.6041 3.7698
2.501 3.7543
5.2659 3.6122
5.6491 4.4456
5.4201 3.8439
3.0587 4.6743
3.1404 3.5467
4.9517 4.3761
2.9241 4.1846
4.5509 4.1954
4.5982 4.3383
0.5424 3.5991
3.1025 3.9824
5.2808 3.8439
5.4825 3.2557
5.4327 4.6308
2.2122 4.0087
3.8483 4.7502
5.1371 3.9113
0.9276 3.8034
3.0976 4.204
3.2193 3.6319
0.7306 4.1816
0.6186 4.5547
4.9655 4.7927
3.1066 3.2273
4.7889 3.9301
4.862 4.0241
4.1996 3.9913
4.3515 3.6324
4.5531 3.3232
2.2 4.0195
1.0455 3.4489
0.9426 4.1335
3.2244 4.4995
5.4273 3.7381
3.6689 4.2284
4.9604 2.9791
0.7798 4.0317
3.4034 4.1642
0.6741 4.2845
3.2707 4.768
5.1033 3.3124
5.2156 3.7731
5.3163 4.3573
4.8102 3.9377
4.8029 3.6335
3.2729 3.0605
5.4828 4.4888
5.2878 4.265
3.2877 4.0889
2.4633 3.2546
5.4056 4.0506
5.0033 3.7806
1.4244 3.9102
5.3272 3.0913
3.3667 3.5744
0.7067 4.2196
3.6579 3.4588
5.07 4.8839
4.3925 3.2447
1.3431 3.8823
1.3416 3.6104
5.6241 4.1722
4.6975 3.811
5.7592 3.0604
5.091 3.7997
5.472 4.8472
0.9918 4.6022
0.6186 3.4324
3.289 4.3466
5.0572 3.5829
4.9967 4.5694
0.6641 4.4889
1.1578 4.2788
4.6694 4.4939
2.8946 3.8528
3.2466 4.0504
2.8721 4.3062
0.8955 3.5623
4.0227 4.4983
2.8698 4.3888
5.0855 4.4885
5.6935 4.2692
4.3638 4.1547
4.5868 4.2828
1.1752 4.1467
5.3091 3.6172
2.6961 3.6601
5.0798 3.3318
2.9944 3.2159
2.9504 3.4741
3.0428 3.813
5.1831 3.143
5.5448 3.8197
1.4118 3.9519
5.4304 3.6213
3.0712 3.7146
3.4521 3.8602
0.8021 4.3964
2.8428 4.1771
5.5698 3.5349
1.1836 4.0157
1.4631 3.8891
0.9893 3.7876
2.7166 3.7105
3.2988 4.8664
3.308 4.1059
4.9744 3.4959
4.7819 3.3882
5.5673 3.7031
1.1481 5.004
1.074 3.7124
1.3516 4.8563
5.3478 4.4656
1.1599 3.7186
2.7321 4.226
4.9143 4.5593
3.2522 2.8902
5.1298 3.6726
4.7728 4.3218
5.4805 4.3575
4.1564 3.9634
1.1348 4.6887
0.9133 3.9089
4.8875 3.3841
0.9607 4.1171
4.9266 3.961
4.8449 4.8613
5.7812 4.4323
0.6085 4.0713
3.0365 3.5759
5.3222 4.0267
4.6915 4.2862
4.6456 4.0756
3.0846 3.028
3.9956 4.3692
5.2676 4.016
5.0558 4.0445
5.1812 3.3993
2.5752 3.9438
2.7856 4.3257
4.4155 4.1321
5.436 4.2057
4.6139 3.9186
0.9158 3.724
5.6396 3.9443
3.0521 4.596
2.772 3.388
1.0194 5.1259
4.6366 2.7989
2.8118 3.7727
5.3549 4.5302
4.961 3.3516
3.1266 3.4082
4.9581 3.6522
3.1357 4.0288
5.3384 3.688
0.9555 3.1122
4.7808 4.1652
5.5924 4.6764
4.7812 3.8603
3.2681 3.6404
1.3109 3.1311
4.7988 4.7129
4.6414 3.805
4.9767 3.6869
4.8885 3.4749
5.2237 3.8943
4.1008 4.0239
0.7188 3.2519
2.3244 3.8884
5.2533 4.8241
2.8289 4.4806
4.8392 4.4618
4.8613 3.7571
3.3013 3.844
5.0048 3.9954
5.2077 3.9721
2.7953 4.1434
2.3631 3.896
4.4283 4.0674
2.9054 4.4128
1.4217 4.3982
5.0573 4.7126
5.0663 3.9178
1.075 5.1917
4.4828 2.961
2.6876 4.3844
5.4164 4.3629
4.9751 4.8098
1.3507 3.2537
4.8149 4.5216
4.917 3.9046
0.6262 3.3965
1.2092 3.975
1.1735 4.3513
1.4158 3.6555
0.9373 3.5389
4.5526 4.1553
3.1832 4.1208
1.13 3.9127
4.8315 3.5208
2.6738 4.0241
4.9289 4.3874
1.1168 5.5118
0.9907 3.6707
1.084 3.7924
1.0757 4.7078
5.134 4.2303
4.5865 4.2487
4.308 3.5195
4.9017 3.6726
5.1369 4.5036
4.886 3.8498
5.4253 3.6585
5.0125 3.3954
4.5694 4.2296
5.5688 4.0916
5.7322 4.1592
2.7326 3.3213
4.6748 4.6319
5.223 3.1816
5.192 3.2064
2.7954 4.026
4.534 4.7195
3.1653 4.6244
3.0238 3.6992
2.5544 4.7346
5.2465 4.2805
4.8344 4.9946
4.371 4.5115
2.7297 3.213
4.7318 4.4003
1.0556 4.3125
5.4367 3.159
4.6245 3.9461
4.7271 4.2177
3.3256 4.3649
5.0487 3.5361
4.8008 3.302
5.5722 3.8113
5.9997 4.0726
5.3115 3.9845
5.5637 4.0269
1.2047 3.3915
3.5936 3.3169
3.0671 3.3575
3.1323 3.7855
4.749 4.5747
4.6891 4.2039
2.462 3.2064
4.5353 3.6791
1.1287 3.1483
0.8134 4.1552
1.5185 4.6436
5.0303 4.5297
0.9306 4.6699
2.1931 3.7165
1.2326 4.451
2.3894 3.6978
4.5237 3.3263
4.9063 4.6313
5.2813 4.142
4.9884 5.0868
0.8562 4.8939
1.2528 4.154
5.5967 3.9834
4.9577 4.1012
3.0178 3.425
2.9935 4.6111
5.002 3.9095
2.7248 4.2186
5.1259 3.6454
2.8768 4.0504
1.113 3.348
2.8551 3.8419
0.8397 3.7341
2.9237 3.3518
5.6635 4.9363
5.2723 4.7847
3.2407 4.2915
5.3228 4.0323
1.0346 4.1657
0.8835 4.4433
5.8051 3.5039
4.192 4.1113
4.8271 3.8778
5.1683 4.3214
3.1913 3.8804
1.0735 3.9433
4.9958 4.0542
1.455 3.7793
3.0691 3.8833
3.3866 3.8728
2.7381 4.0332
5.0062 4.1163
5.3517 4.069
2.654 4.2637
1.1177 4.0792
4.8822 4.707
0.7954 4.6055
3.0822 4.2498
2.9222 3.6261
4.5418 4.4762
4.9263 3.906
4.5209 3.965
4.6943 4.1057
3.2213 3.1542
3.1328 3.9383
5.2021 3.8708
4.9985 3.6477
4.6424 3.6174
1.3318 3.6509
0.9025 3.8641
1.0622 3.6838
5.6526 4.4347
0.8095 4.4002
2.9693 4.0836
2.9553 3.807
4.7165 4.1767
5.1836 4.025
0.9312 3.6513
2.5587 4.1767
3.062 5.1722
5.2236 3.4979
1.0734 3.9971
3.0154 4.1458
3.2313 4.0445
5.3342 4.8603
5.193 3.5242
3.0232 3.7691
2.6014 4.0635
